Day_1;Day_2;Day_3;Day_4;Day_5;Day_6;Day_7;Target
21125;21125;21115;21115;21115;21115;21115;1
21125;21115;21115;21115;21115;21115;21145;0
21115;21115;21115;21115;21115;21145;21115;0
21115;21115;21115;21115;21145;21115;21110;0
21115;21115;21115;21145;21115;21110;21110;1
21115;21115;21145;21115;21110;21110;25730;0
21115;21145;21115;21110;21110;25730;21110;0
21145;21115;21110;21110;25730;21110;21110;1
21115;21110;21110;25730;21110;21110;21115;0
21110;21110;25730;21110;21110;21115;21115;0
21110;25730;21110;21110;21115;21115;21110;1
25730;21110;21110;21115;21115;21110;25730;0
21110;21110;21115;21115;21110;25730;21110;0
21110;21115;21115;21110;25730;21110;21110;0
21115;21115;21110;25730;21110;21110;21110;0
21115;21110;25730;21110;21110;21110;21110;0
21110;25730;21110;21110;21110;21110;21105;0
25730;21110;21110;21110;21110;21105;21100;1
21110;21110;21110;21110;21105;21100;25730;0
21110;21110;21110;21105;21100;25730;25730;0
21110;21110;21105;21100;25730;25730;21095;1
21110;21105;21100;25730;25730;21095;21105;0
21105;21100;25730;25730;21095;21105;21105;0
21100;25730;25730;21095;21105;21105;21105;0
25730;25730;21095;21105;21105;21105;21105;0
25730;21095;21105;21105;21105;21105;21105;0
21095;21105;21105;21105;21105;21105;21105;0
21105;21105;21105;21105;21105;21105;21105;0
21105;21105;21105;21105;21105;21105;21105;0
21105;21105;21105;21105;21105;21105;21105;1
21105;21105;21105;21105;21105;21105;21130;0
21105;21105;21105;21105;21105;21130;21125;1
21105;21105;21105;21105;21130;21125;21155;1
21105;21105;21105;21130;21125;21155;25730;0
21105;21105;21130;21125;21155;25730;21130;0
21105;21130;21125;21155;25730;21130;21130;0
21130;21125;21155;25730;21130;21130;21130;0
21125;21155;25730;21130;21130;21130;21130;0
21155;25730;21130;21130;21130;21130;21120;0
25730;21130;21130;21130;21130;21120;21120;0
21130;21130;21130;21130;21120;21120;21120;0
21130;21130;21130;21120;21120;21120;21120;0
21130;21130;21120;21120;21120;21120;21120;0
21130;21120;21120;21120;21120;21120;21120;1
21120;21120;21120;21120;21120;21120;25730;0
21120;21120;21120;21120;21120;25730;21120;1
21120;21120;21120;21120;25730;21120;25730;0
21120;21120;21120;25730;21120;25730;21125;0
21120;21120;25730;21120;25730;21125;21125;0
21120;25730;21120;25730;21125;21125;21125;0
25730;21120;25730;21125;21125;21125;21120;0
21120;25730;21125;21125;21125;21120;21120;0
25730;21125;21125;21125;21120;21120;21120;0
21125;21125;21125;21120;21120;21120;21120;1
21125;21125;21120;21120;21120;21120;25730;0
21125;21120;21120;21120;21120;25730;21120;0
21120;21120;21120;21120;25730;21120;21120;0
21120;21120;21120;25730;21120;21120;21120;1
21120;21120;25730;21120;21120;21120;21145;0
21120;25730;21120;21120;21120;21145;21140;0
25730;21120;21120;21120;21145;21140;21125;0
21120;21120;21120;21145;21140;21125;21125;0
21120;21120;21145;21140;21125;21125;21120;0
21120;21145;21140;21125;21125;21120;21120;0
21145;21140;21125;21125;21120;21120;21120;0
21140;21125;21125;21120;21120;21120;21120;0
21125;21125;21120;21120;21120;21120;21120;0
21125;21120;21120;21120;21120;21120;21120;0
21120;21120;21120;21120;21120;21120;21120;0
21120;21120;21120;21120;21120;21120;21120;0
21120;21120;21120;21120;21120;21120;21120;0
21120;21120;21120;21120;21120;21120;21120;0
21120;21120;21120;21120;21120;21120;21120;0
21120;21120;21120;21120;21120;21120;21120;0
21120;21120;21120;21120;21120;21120;21120;0
21120;21120;21120;21120;21120;21120;21120;0
21120;21120;21120;21120;21120;21120;21120;0
21120;21120;21120;21120;21120;21120;21120;0
21120;21120;21120;21120;21120;21120;21120;0
21120;21120;21120;21120;21120;21120;21120;0
21120;21120;21120;21120;21120;21120;21120;1
21120;21120;21120;21120;21120;21120;21125;0
21120;21120;21120;21120;21120;21125;21125;0
21120;21120;21120;21120;21125;21125;21125;0
21120;21120;21120;21125;21125;21125;21120;0
21120;21120;21125;21125;21125;21120;21120;0
21120;21125;21125;21125;21120;21120;21120;0
21125;21125;21125;21120;21120;21120;21115;1
21125;21125;21120;21120;21120;21115;21120;0
21125;21120;21120;21120;21115;21120;21120;1
21120;21120;21120;21115;21120;21120;21145;0
21120;21120;21115;21120;21120;21145;21140;0
21120;21115;21120;21120;21145;21140;21115;0
21115;21120;21120;21145;21140;21115;21115;0
21120;21120;21145;21140;21115;21115;21115;1
21120;21145;21140;21115;21115;21115;25730;0
21145;21140;21115;21115;21115;25730;21115;1
21140;21115;21115;21115;25730;21115;21120;0
21115;21115;21115;25730;21115;21120;21120;0
21115;21115;25730;21115;21120;21120;21120;1
21115;25730;21115;21120;21120;21120;25730;0
25730;21115;21120;21120;21120;25730;21120;1
21115;21120;21120;21120;25730;21120;25730;0
21120;21120;21120;25730;21120;25730;25730;0
21120;21120;25730;21120;25730;25730;21120;0
21120;25730;21120;25730;25730;21120;21120;0
25730;21120;25730;25730;21120;21120;21120;1
21120;25730;25730;21120;21120;21120;21130;0
25730;25730;21120;21120;21120;21130;21130;0
25730;21120;21120;21120;21130;21130;21120;1
21120;21120;21120;21130;21130;21120;25730;0
21120;21120;21130;21130;21120;25730;21120;0
21120;21130;21130;21120;25730;21120;21115;0
21130;21130;21120;25730;21120;21115;21105;0
21130;21120;25730;21120;21115;21105;21105;0
21120;25730;21120;21115;21105;21105;21105;0
25730;21120;21115;21105;21105;21105;21105;0
21120;21115;21105;21105;21105;21105;21105;1
21115;21105;21105;21105;21105;21105;21115;0
21105;21105;21105;21105;21105;21115;21115;0
21105;21105;21105;21105;21115;21115;21115;1
21105;21105;21105;21115;21115;21115;21140;0
21105;21105;21115;21115;21115;21140;21120;0
21105;21115;21115;21115;21140;21120;21120;0
21115;21115;21115;21140;21120;21120;21120;0
21115;21115;21140;21120;21120;21120;21120;0
21115;21140;21120;21120;21120;21120;21120;0
21140;21120;21120;21120;21120;21120;21120;1
21120;21120;21120;21120;21120;21120;21125;1
21120;21120;21120;21120;21120;21125;21140;1
21120;21120;21120;21120;21125;21140;21190;1
21120;21120;21120;21125;21140;21190;25730;0
21120;21120;21125;21140;21190;25730;21180;0
21120;21125;21140;21190;25730;21180;21150;1
21125;21140;21190;25730;21180;21150;21180;0
21140;21190;25730;21180;21150;21180;21180;0
21190;25730;21180;21150;21180;21180;21160;1
25730;21180;21150;21180;21180;21160;21170;1
21180;21150;21180;21180;21160;21170;25730;0
21150;21180;21180;21160;21170;25730;21170;0
21180;21180;21160;21170;25730;21170;21165;0
21180;21160;21170;25730;21170;21165;21165;1
21160;21170;25730;21170;21165;21165;21185;1
21170;25730;21170;21165;21165;21185;21190;0
25730;21170;21165;21165;21185;21190;21180;0
21170;21165;21165;21185;21190;21180;21180;0
21165;21165;21185;21190;21180;21180;21180;1
21165;21185;21190;21180;21180;21180;21200;1
21185;21190;21180;21180;21180;21200;21240;0
21190;21180;21180;21180;21200;21240;21240;1
21180;21180;21180;21200;21240;21240;21246;0
21180;21180;21200;21240;21240;21246;21210;0
21180;21200;21240;21240;21246;21210;21210;0
21200;21240;21240;21246;21210;21210;21210;1
21240;21240;21246;21210;21210;21210;21245;0
21240;21246;21210;21210;21210;21245;21235;1
21246;21210;21210;21210;21245;21235;21240;1
21210;21210;21210;21245;21235;21240;25730;0
21210;21210;21245;21235;21240;25730;25730;0
21210;21245;21235;21240;25730;25730;25730;0
21245;21235;21240;25730;25730;25730;21245;0
21235;21240;25730;25730;25730;21245;21245;0
21240;25730;25730;25730;21245;21245;21240;1
25730;25730;25730;21245;21245;21240;21330;1
25730;25730;21245;21245;21240;21330;21350;0
25730;21245;21245;21240;21330;21350;21340;1
21245;21245;21240;21330;21350;21340;25730;0
21245;21240;21330;21350;21340;25730;21340;1
21240;21330;21350;21340;25730;21340;21355;1
21330;21350;21340;25730;21340;21355;21360;1
21350;21340;25730;21340;21355;21360;25730;0
21340;25730;21340;21355;21360;25730;21360;1
25730;21340;21355;21360;25730;21360;25730;0
21340;21355;21360;25730;21360;25730;25730;0
21355;21360;25730;21360;25730;25730;21360;0
21360;25730;21360;25730;25730;21360;21360;0
25730;21360;25730;25730;21360;21360;21360;0
21360;25730;25730;21360;21360;21360;21355;1
25730;25730;21360;21360;21360;21355;25730;0
25730;21360;21360;21360;21355;25730;21320;0
21360;21360;21360;21355;25730;21320;21320;0
21360;21360;21355;25730;21320;21320;21320;0
21360;21355;25730;21320;21320;21320;21320;0
21355;25730;21320;21320;21320;21320;21285;0
25730;21320;21320;21320;21320;21285;21270;0
21320;21320;21320;21320;21285;21270;21230;0
21320;21320;21320;21285;21270;21230;21200;1
21320;21320;21285;21270;21230;21200;25730;0
21320;21285;21270;21230;21200;25730;21200;1
21285;21270;21230;21200;25730;21200;21230;0
21270;21230;21200;25730;21200;21230;21230;0
21230;21200;25730;21200;21230;21230;21230;0
21200;25730;21200;21230;21230;21230;21230;1
25730;21200;21230;21230;21230;21230;21245;1
21200;21230;21230;21230;21230;21245;25730;0
21230;21230;21230;21230;21245;25730;21230;1
21230;21230;21230;21245;25730;21230;21235;1
21230;21230;21245;25730;21230;21235;21245;1
21230;21245;25730;21230;21235;21245;21260;0
21245;25730;21230;21235;21245;21260;21260;0
25730;21230;21235;21245;21260;21260;21260;1
21230;21235;21245;21260;21260;21260;25730;0
21235;21245;21260;21260;21260;25730;21250;1
21245;21260;21260;21260;25730;21250;21255;1
21260;21260;21260;25730;21250;21255;25730;0
21260;21260;25730;21250;21255;25730;21260;0
21260;25730;21250;21255;25730;21260;21255;1
25730;21250;21255;25730;21260;21255;25730;0
21250;21255;25730;21260;21255;25730;21250;0
21255;25730;21260;21255;25730;21250;21250;0
25730;21260;21255;25730;21250;21250;21250;0
21260;21255;25730;21250;21250;21250;21240;1
21255;25730;21250;21250;21250;21240;21260;0
25730;21250;21250;21250;21240;21260;21260;0
21250;21250;21250;21240;21260;21260;21235;1
21250;21250;21240;21260;21260;21235;25730;0
21250;21240;21260;21260;21235;25730;21230;0
21240;21260;21260;21235;25730;21230;21230;0
21260;21260;21235;25730;21230;21230;21230;0
21260;21235;25730;21230;21230;21230;21230;1
21235;25730;21230;21230;21230;21230;21235;0
25730;21230;21230;21230;21230;21235;21235;1
21230;21230;21230;21230;21235;21235;25730;0
21230;21230;21230;21235;21235;25730;21235;1
21230;21230;21235;21235;25730;21235;25730;0
21230;21235;21235;25730;21235;25730;21230;0
21235;21235;25730;21235;25730;21230;21225;0
21235;25730;21235;25730;21230;21225;21225;0
25730;21235;25730;21230;21225;21225;21225;1
21235;25730;21230;21225;21225;21225;25730;0
25730;21230;21225;21225;21225;25730;21225;1
21230;21225;21225;21225;25730;21225;21230;0
21225;21225;21225;25730;21225;21230;21230;0
21225;21225;25730;21225;21230;21230;21220;0
21225;25730;21225;21230;21230;21220;21220;0
25730;21225;21230;21230;21220;21220;21220;1
21225;21230;21230;21220;21220;21220;25730;0
21230;21230;21220;21220;21220;25730;21220;1
21230;21220;21220;21220;25730;21220;25730;0
21220;21220;21220;25730;21220;25730;21220;1
21220;21220;25730;21220;25730;21220;21225;0
21220;25730;21220;25730;21220;21225;21220;0
25730;21220;25730;21220;21225;21220;21220;1
21220;25730;21220;21225;21220;21220;25730;0
25730;21220;21225;21220;21220;25730;21220;1
21220;21225;21220;21220;25730;21220;21225;1
21225;21220;21220;25730;21220;21225;21230;0
21220;21220;25730;21220;21225;21230;21230;0
21220;25730;21220;21225;21230;21230;21230;0
25730;21220;21225;21230;21230;21230;21230;1
21220;21225;21230;21230;21230;21230;25730;0
21225;21230;21230;21230;21230;25730;21230;0
21230;21230;21230;21230;25730;21230;21225;0
21230;21230;21230;25730;21230;21225;21220;0
21230;21230;25730;21230;21225;21220;21220;0
21230;25730;21230;21225;21220;21220;21220;1
25730;21230;21225;21220;21220;21220;21230;0
21230;21225;21220;21220;21220;21230;21230;0
21225;21220;21220;21220;21230;21230;21230;1
21220;21220;21220;21230;21230;21230;21240;1
21220;21220;21230;21230;21230;21240;21250;0
21220;21230;21230;21230;21240;21250;21240;1
21230;21230;21230;21240;21250;21240;21245;0
21230;21230;21240;21250;21240;21245;21245;1
21230;21240;21250;21240;21245;21245;25730;0
21240;21250;21240;21245;21245;25730;21245;1
21250;21240;21245;21245;25730;21245;25730;0
21240;21245;21245;25730;21245;25730;21245;1
21245;21245;25730;21245;25730;21245;21290;1
21245;25730;21245;25730;21245;21290;21295;1
25730;21245;25730;21245;21290;21295;21320;1
21245;25730;21245;21290;21295;21320;25730;0
25730;21245;21290;21295;21320;25730;21320;0
21245;21290;21295;21320;25730;21320;21310;0
21290;21295;21320;25730;21320;21310;21310;0
21295;21320;25730;21320;21310;21310;21285;0
21320;25730;21320;21310;21310;21285;21250;0
25730;21320;21310;21310;21285;21250;21240;0
21320;21310;21310;21285;21250;21240;21240;0
21310;21310;21285;21250;21240;21240;21240;1
21310;21285;21250;21240;21240;21240;21270;0
21285;21250;21240;21240;21240;21270;21270;0
21250;21240;21240;21240;21270;21270;21270;0
21240;21240;21240;21270;21270;21270;21270;0
21240;21240;21270;21270;21270;21270;21270;1
21240;21270;21270;21270;21270;21270;25730;0
21270;21270;21270;21270;21270;25730;21270;1
21270;21270;21270;21270;25730;21270;21290;0
21270;21270;21270;25730;21270;21290;21290;0
21270;21270;25730;21270;21290;21290;21270;1
21270;25730;21270;21290;21290;21270;25730;0
25730;21270;21290;21290;21270;25730;21285;1
21270;21290;21290;21270;25730;21285;25730;0
21290;21290;21270;25730;21285;25730;21285;1
21290;21270;25730;21285;25730;21285;21300;1
21270;25730;21285;25730;21285;21300;21305;0
25730;21285;25730;21285;21300;21305;21290;1
21285;25730;21285;21300;21305;21290;21295;1
25730;21285;21300;21305;21290;21295;21305;1
21285;21300;21305;21290;21295;21305;25730;0
21300;21305;21290;21295;21305;25730;21305;1
21305;21290;21295;21305;25730;21305;21320;0
21290;21295;21305;25730;21305;21320;21310;1
21295;21305;25730;21305;21320;21310;21315;0
21305;25730;21305;21320;21310;21315;21310;1
25730;21305;21320;21310;21315;21310;21320;1
21305;21320;21310;21315;21310;21320;25730;0
21320;21310;21315;21310;21320;25730;21320;1
21310;21315;21310;21320;25730;21320;25730;0
21315;21310;21320;25730;21320;25730;21320;1
21310;21320;25730;21320;25730;21320;21325;1
21320;25730;21320;25730;21320;21325;21340;1
25730;21320;25730;21320;21325;21340;21350;0
21320;25730;21320;21325;21340;21350;21350;1
25730;21320;21325;21340;21350;21350;25730;0
21320;21325;21340;21350;21350;25730;21375;1
21325;21340;21350;21350;25730;21375;21420;0
21340;21350;21350;25730;21375;21420;21400;0
21350;21350;25730;21375;21420;21400;21395;1
21350;25730;21375;21420;21400;21395;25730;0
25730;21375;21420;21400;21395;25730;25730;0
21375;21420;21400;21395;25730;25730;21385;1
21420;21400;21395;25730;25730;21385;25730;0
21400;21395;25730;25730;21385;25730;21400;0
21395;25730;25730;21385;25730;21400;21400;0
25730;25730;21385;25730;21400;21400;21400;1
25730;21385;25730;21400;21400;21400;21405;1
21385;25730;21400;21400;21400;21405;25730;0
25730;21400;21400;21400;21405;25730;25730;0
21400;21400;21400;21405;25730;25730;21405;0
21400;21400;21405;25730;25730;21405;21405;0
21400;21405;25730;25730;21405;21405;21380;1
21405;25730;25730;21405;21405;21380;21390;0
25730;25730;21405;21405;21380;21390;21360;1
25730;21405;21405;21380;21390;21360;25730;0
21405;21405;21380;21390;21360;25730;21360;1
21405;21380;21390;21360;25730;21360;21370;1
21380;21390;21360;25730;21360;21370;25730;0
21390;21360;25730;21360;21370;25730;21385;1
21360;25730;21360;21370;25730;21385;21390;1
25730;21360;21370;25730;21385;21390;21400;1
21360;21370;25730;21385;21390;21400;25730;0
21370;25730;21385;21390;21400;25730;21405;0
25730;21385;21390;21400;25730;21405;21405;0
21385;21390;21400;25730;21405;21405;21405;0
21390;21400;25730;21405;21405;21405;21405;0
21400;25730;21405;21405;21405;21405;21405;0
25730;21405;21405;21405;21405;21405;21405;1
21405;21405;21405;21405;21405;21405;25730;0
21405;21405;21405;21405;21405;25730;21405;0
21405;21405;21405;21405;25730;21405;21405;0
21405;21405;21405;25730;21405;21405;21405;0
21405;21405;25730;21405;21405;21405;21405;0
21405;25730;21405;21405;21405;21405;21405;0
25730;21405;21405;21405;21405;21405;21405;0
21405;21405;21405;21405;21405;21405;21405;0
21405;21405;21405;21405;21405;21405;21405;0
21405;21405;21405;21405;21405;21405;21405;0
21405;21405;21405;21405;21405;21405;21405;0
21405;21405;21405;21405;21405;21405;21405;0
21405;21405;21405;21405;21405;21405;21405;0
21405;21405;21405;21405;21405;21405;21405;0
21405;21405;21405;21405;21405;21405;21405;0
21405;21405;21405;21405;21405;21405;21405;0
21405;21405;21405;21405;21405;21405;21405;0
21405;21405;21405;21405;21405;21405;21405;1
21405;21405;21405;21405;21405;21405;21480;0
21405;21405;21405;21405;21405;21480;21410;1
21405;21405;21405;21405;21480;21410;25730;0
21405;21405;21405;21480;21410;25730;25730;0
21405;21405;21480;21410;25730;25730;21400;0
21405;21480;21410;25730;25730;21400;21380;0
21480;21410;25730;25730;21400;21380;21380;0
21410;25730;25730;21400;21380;21380;21370;0
25730;25730;21400;21380;21380;21370;21370;1
25730;21400;21380;21380;21370;21370;25730;0
21400;21380;21380;21370;21370;25730;21370;0
21380;21380;21370;21370;25730;21370;21370;1
21380;21370;21370;25730;21370;21370;21380;1
21370;21370;25730;21370;21370;21380;21400;1
21370;25730;21370;21370;21380;21400;21405;0
25730;21370;21370;21380;21400;21405;21390;0
21370;21370;21380;21400;21405;21390;21380;1
21370;21380;21400;21405;21390;21380;25730;0
21380;21400;21405;21390;21380;25730;21380;0
21400;21405;21390;21380;25730;21380;21380;0
21405;21390;21380;25730;21380;21380;21380;0
21390;21380;25730;21380;21380;21380;21380;0
21380;25730;21380;21380;21380;21380;21380;1
25730;21380;21380;21380;21380;21380;25730;0
21380;21380;21380;21380;21380;25730;25730;0
21380;21380;21380;21380;25730;25730;21370;1
21380;21380;21380;25730;25730;21370;21375;0
21380;21380;25730;25730;21370;21375;21370;1
21380;25730;25730;21370;21375;21370;21375;0
25730;25730;21370;21375;21370;21375;21365;0
25730;21370;21375;21370;21375;21365;21365;1
21370;21375;21370;21375;21365;21365;25730;0
21375;21370;21375;21365;21365;25730;21365;0
21370;21375;21365;21365;25730;21365;21350;1
21375;21365;21365;25730;21365;21350;21360;0
21365;21365;25730;21365;21350;21360;21360;0
21365;25730;21365;21350;21360;21360;21355;1
25730;21365;21350;21360;21360;21355;25730;0
21365;21350;21360;21360;21355;25730;21360;0
21350;21360;21360;21355;25730;21360;21360;0
21360;21360;21355;25730;21360;21360;21360;1
21360;21355;25730;21360;21360;21360;25730;0
21355;25730;21360;21360;21360;25730;21360;1
25730;21360;21360;21360;25730;21360;25730;0
21360;21360;21360;25730;21360;25730;25730;0
21360;21360;25730;21360;25730;25730;21360;0
21360;25730;21360;25730;25730;21360;21360;0
25730;21360;25730;25730;21360;21360;21360;1
21360;25730;25730;21360;21360;21360;21385;0
25730;25730;21360;21360;21360;21385;21385;1
25730;21360;21360;21360;21385;21385;21390;0
21360;21360;21360;21385;21385;21390;21385;0
21360;21360;21385;21385;21390;21385;21385;0
21360;21385;21385;21390;21385;21385;21385;1
21385;21385;21390;21385;21385;21385;25730;0
21385;21390;21385;21385;21385;25730;21380;1
21390;21385;21385;21385;25730;21380;21385;1
21385;21385;21385;25730;21380;21385;21395;1
21385;21385;25730;21380;21385;21395;25730;0
21385;25730;21380;21385;21395;25730;25730;0
25730;21380;21385;21395;25730;25730;21380;0
21380;21385;21395;25730;25730;21380;21380;0
21385;21395;25730;25730;21380;21380;21380;1
21395;25730;25730;21380;21380;21380;21385;1
25730;25730;21380;21380;21380;21385;25730;0
25730;21380;21380;21380;21385;25730;21395;0
21380;21380;21380;21385;25730;21395;21395;0
21380;21380;21385;25730;21395;21395;21395;1
21380;21385;25730;21395;21395;21395;21500;0
21385;25730;21395;21395;21395;21500;21490;1
25730;21395;21395;21395;21500;21490;21535;0
21395;21395;21395;21500;21490;21535;21510;1
21395;21395;21500;21490;21535;21510;21520;0
21395;21500;21490;21535;21510;21520;21520;0
21500;21490;21535;21510;21520;21520;21520;1
21490;21535;21510;21520;21520;21520;21560;1
21535;21510;21520;21520;21520;21560;21565;0
21510;21520;21520;21520;21560;21565;21525;1
21520;21520;21520;21560;21565;21525;21540;1
21520;21520;21560;21565;21525;21540;21555;0
21520;21560;21565;21525;21540;21555;21555;0
21560;21565;21525;21540;21555;21555;21555;1
21565;21525;21540;21555;21555;21555;21570;1
21525;21540;21555;21555;21555;21570;21590;1
21540;21555;21555;21555;21570;21590;21610;0
21555;21555;21555;21570;21590;21610;21610;0
21555;21555;21570;21590;21610;21610;21610;1
21555;21570;21590;21610;21610;21610;25730;0
21570;21590;21610;21610;21610;25730;21610;0
21590;21610;21610;21610;25730;21610;21610;1
21610;21610;21610;25730;21610;21610;21640;0
21610;21610;25730;21610;21610;21640;21630;0
21610;25730;21610;21610;21640;21630;21630;0
25730;21610;21610;21640;21630;21630;21630;0
21610;21610;21640;21630;21630;21630;21630;0
21610;21640;21630;21630;21630;21630;21630;0
21640;21630;21630;21630;21630;21630;21630;0
21630;21630;21630;21630;21630;21630;21630;0
21630;21630;21630;21630;21630;21630;21625;1
21630;21630;21630;21630;21630;21625;21635;1
21630;21630;21630;21630;21625;21635;25730;0
21630;21630;21630;21625;21635;25730;25730;0
21630;21630;21625;21635;25730;25730;21630;0
21630;21625;21635;25730;25730;21630;21615;0
21625;21635;25730;25730;21630;21615;21615;0
21635;25730;25730;21630;21615;21615;21615;0
25730;25730;21630;21615;21615;21615;21615;1
25730;21630;21615;21615;21615;21615;21620;0
21630;21615;21615;21615;21615;21620;21620;0
21615;21615;21615;21615;21620;21620;21620;1
21615;21615;21615;21620;21620;21620;25730;0
21615;21615;21620;21620;21620;25730;21630;0
21615;21620;21620;21620;25730;21630;21630;0
21620;21620;21620;25730;21630;21630;21630;0
21620;21620;25730;21630;21630;21630;21630;0
21620;25730;21630;21630;21630;21630;21630;0
25730;21630;21630;21630;21630;21630;21630;1
21630;21630;21630;21630;21630;21630;21650;1
21630;21630;21630;21630;21630;21650;21670;0
21630;21630;21630;21630;21650;21670;21670;1
21630;21630;21630;21650;21670;21670;21740;0
21630;21630;21650;21670;21670;21740;21710;0
21630;21650;21670;21670;21740;21710;21710;0
21650;21670;21670;21740;21710;21710;21710;1
21670;21670;21740;21710;21710;21710;21735;1
21670;21740;21710;21710;21710;21735;21740;1
21740;21710;21710;21710;21735;21740;21770;1
21710;21710;21710;21735;21740;21770;21810;0
21710;21710;21735;21740;21770;21810;21780;0
21710;21735;21740;21770;21810;21780;21780;0
21735;21740;21770;21810;21780;21780;21780;1
21740;21770;21810;21780;21780;21780;21820;1
21770;21810;21780;21780;21780;21820;21830;0
21810;21780;21780;21780;21820;21830;21830;0
21780;21780;21780;21820;21830;21830;21830;0
21780;21780;21820;21830;21830;21830;21830;1
21780;21820;21830;21830;21830;21830;25730;0
21820;21830;21830;21830;21830;25730;21830;1
21830;21830;21830;21830;25730;21830;21865;0
21830;21830;21830;25730;21830;21865;21855;0
21830;21830;25730;21830;21865;21855;21830;1
21830;25730;21830;21865;21855;21830;21840;0
25730;21830;21865;21855;21830;21840;21840;0
21830;21865;21855;21830;21840;21840;21840;0
21865;21855;21830;21840;21840;21840;21840;1
21855;21830;21840;21840;21840;21840;25730;0
21830;21840;21840;21840;21840;25730;21840;0
21840;21840;21840;21840;25730;21840;21840;0
21840;21840;21840;25730;21840;21840;21840;0
21840;21840;25730;21840;21840;21840;21840;0
21840;25730;21840;21840;21840;21840;21840;1
25730;21840;21840;21840;21840;21840;21860;0
21840;21840;21840;21840;21840;21860;21840;0
21840;21840;21840;21840;21860;21840;21840;0
21840;21840;21840;21860;21840;21840;21825;0
21840;21840;21860;21840;21840;21825;21820;1
21840;21860;21840;21840;21825;21820;21830;0
21860;21840;21840;21825;21820;21830;21830;0
21840;21840;21825;21820;21830;21830;21830;0
21840;21825;21820;21830;21830;21830;21830;0
21825;21820;21830;21830;21830;21830;21830;1
21820;21830;21830;21830;21830;21830;21835;0
21830;21830;21830;21830;21830;21835;21835;0
21830;21830;21830;21830;21835;21835;21830;0
21830;21830;21830;21835;21835;21830;21830;0
21830;21830;21835;21835;21830;21830;21830;0
21830;21835;21835;21830;21830;21830;21830;1
21835;21835;21830;21830;21830;21830;21835;1
21835;21830;21830;21830;21830;21835;21840;0
21830;21830;21830;21830;21835;21840;21840;0
21830;21830;21830;21835;21840;21840;21840;0
21830;21830;21835;21840;21840;21840;21840;0
21830;21835;21840;21840;21840;21840;21840;0
21835;21840;21840;21840;21840;21840;21840;0
21840;21840;21840;21840;21840;21840;21830;0
21840;21840;21840;21840;21840;21830;21830;0
21840;21840;21840;21840;21830;21830;21830;0
21840;21840;21840;21830;21830;21830;21830;0
21840;21840;21830;21830;21830;21830;21830;0
21840;21830;21830;21830;21830;21830;21830;1
21830;21830;21830;21830;21830;21830;21835;1
21830;21830;21830;21830;21830;21835;21840;0
21830;21830;21830;21830;21835;21840;21840;0
21830;21830;21830;21835;21840;21840;21840;0
21830;21830;21835;21840;21840;21840;21840;1
21830;21835;21840;21840;21840;21840;25730;0
21835;21840;21840;21840;21840;25730;21840;0
21840;21840;21840;21840;25730;21840;21835;0
21840;21840;21840;25730;21840;21835;21835;0
21840;21840;25730;21840;21835;21835;21835;0
21840;25730;21840;21835;21835;21835;21835;0
25730;21840;21835;21835;21835;21835;21835;0
21840;21835;21835;21835;21835;21835;21835;0
21835;21835;21835;21835;21835;21835;21835;1
21835;21835;21835;21835;21835;21835;21840;0
21835;21835;21835;21835;21835;21840;21840;0
21835;21835;21835;21835;21840;21840;21840;0
21835;21835;21835;21840;21840;21840;21840;0
21835;21835;21840;21840;21840;21840;21840;0
21835;21840;21840;21840;21840;21840;21840;0
21840;21840;21840;21840;21840;21840;21840;0
21840;21840;21840;21840;21840;21840;21840;0
21840;21840;21840;21840;21840;21840;21840;0
21840;21840;21840;21840;21840;21840;21840;0
21840;21840;21840;21840;21840;21840;21840;0
21840;21840;21840;21840;21840;21840;21840;0
21840;21840;21840;21840;21840;21840;21840;0
21840;21840;21840;21840;21840;21840;21840;0
21840;21840;21840;21840;21840;21840;21840;0
21840;21840;21840;21840;21840;21840;21840;0
21840;21840;21840;21840;21840;21840;21840;0
21840;21840;21840;21840;21840;21840;21840;0
21840;21840;21840;21840;21840;21840;21840;0
21840;21840;21840;21840;21840;21840;21840;0
21840;21840;21840;21840;21840;21840;21840;0
21840;21840;21840;21840;21840;21840;21840;1
21840;21840;21840;21840;21840;21840;21845;1
21840;21840;21840;21840;21840;21845;22060;1
21840;21840;21840;21840;21845;22060;22105;0
21840;21840;21840;21845;22060;22105;22105;0
21840;21840;21845;22060;22105;22105;22105;0
21840;21845;22060;22105;22105;22105;22105;0
21845;22060;22105;22105;22105;22105;22105;0
22060;22105;22105;22105;22105;22105;22105;1
22105;22105;22105;22105;22105;22105;22440;1
22105;22105;22105;22105;22105;22440;22520;1
22105;22105;22105;22105;22440;22520;22540;0
22105;22105;22105;22440;22520;22540;22540;0
22105;22105;22440;22520;22540;22540;22540;1
22105;22440;22520;22540;22540;22540;22547;0
22440;22520;22540;22540;22540;22547;22547;0
22520;22540;22540;22540;22547;22547;22547;0
22540;22540;22540;22547;22547;22547;22520;0
22540;22540;22547;22547;22547;22520;22490;0
22540;22547;22547;22547;22520;22490;22490;0
22547;22547;22547;22520;22490;22490;22490;1
22547;22547;22520;22490;22490;22490;22505;1
22547;22520;22490;22490;22490;22505;22515;1
22520;22490;22490;22490;22505;22515;22525;0
22490;22490;22490;22505;22515;22525;22505;0
22490;22490;22505;22515;22525;22505;22505;0
